"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.008257, 1, 0.008257, force_magnifier='False', gravity='False', masscart='True', masspole='False', pole_length='True', update_interval='False'
