"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.008575, 1, 0.008575, dt='False', g='False', initial_angle_max='True', initial_velocity_max='False', l='True', m='False', max_speed='True'
